GreyhoundName,,GreyhoundName,Earmark,Reg Date,Active,Colour,Sex,Whelp Date,Retirement Type,Status Meaning,NoticeSentBy
ASSARULA MOLL,278856,ASSARULA MOLL,TXSND,,False,bk,B,08/11/2018,DIE,Died/Put To Sleep,2022-05-18 07:34:00
ASTONS BILL,24070,ASTONS BILL,UPQQJ,24/01/2020,False,bk,D,24/08/2019,EUT,Died/Put To Sleep,2022-02-04 06:04:00
ASTONS DUSTY,213385,ASTONS DUSTY,XPDLH,,False,bebd,D,19/12/2020,DIE,Died/Put To Sleep,2022-08-11 07:33:00
ASTONS JACK,423589,ASTONS JACK,UPYJM,,False,bk,D,24/08/2019,DIE,Died/Put To Sleep,2022-09-08 07:33:00
ASTONS SHADOW,581022,ASTONS SHADOW,UPNNE,,True,bk,B,24/08/2019,RET,Still at premises,2022-08-21 07:33:00
ASTRA SWIFT,515020,ASTRA SWIFT,THUXA,,False,bk,D,09/08/2018,RET,Still at premises,2022-09-13 07:33:00
ATABOY BEST,281650,ATABOY BEST,VPULE,,False,bk,D,17/05/2020,DIE,Died/Put To Sleep,2022-04-29 06:03:00
ATHLACCA SAKA,201580,ATHLACCA SAKA,VHXIB,,False,bk,D,27/11/2020,EUT,Died/Put To Sleep,2022-09-12 07:33:00
ATHLACCA SWIFT,201927,ATHLACCA SWIFT,VHIMP,,False,be,B,27/11/2020,DIE,Died/Put To Sleep,2022-02-28 06:30:00
ATHLACCA ZETTE,512279,ATHLACCA ZETTE,THVDJ,,True,bk,D,15/07/2018,RET,Still at premises,2022-08-30 07:33:00
ATLANTIC WONDER,116205,ATLANTIC WONDER,UNIZZ,,False,bd,B,30/03/2019,DIE,Died/Put To Sleep,2022-02-28 06:30:00
AULD TRIANGLE,212608,AULD TRIANGLE,UNHHQ,,False,bk,D,16/09/2019,EUT,Died/Put To Sleep,2022-04-20 13:19:00
AULTON TIGER,111792,AULTON TIGER,UNDPX,,False,bd,D,23/03/2019,DIE,Died/Put To Sleep,2022-08-26 07:33:00
AURCOSA,170468,AURCOSA,VVLPU,,False,bd,D,23/10/2020,DIE,Died/Put To Sleep,2022-06-24 07:32:00
AUTUMN GEORGE,117140,AUTUMN GEORGE,UBJBL,,False,bkw,D,03/03/2019,RET,Still at premises,2022-04-22 06:07:00
AUTUMN KISS,937901,AUTUMN KISS,YBTEM,15/12/2021,False,bk,B,15/12/2021,DIE,Died/Put To Sleep,2022-09-01 07:33:00
AUTUMN WHISPER,161522,AUTUMN WHISPER,UBELZ,,False,wbe,D,22/08/2019,RET,Still at premises,2022-03-05 06:03:00
AVOID THE CLASH,524485,AVOID THE CLASH,TUZZB,,False,bk,D,01/09/2018,DIE,Died/Put To Sleep,2022-09-03 07:34:00
AVONGATE ALANA,331523,AVONGATE ALANA,UXITX,,False,bk,B,14/11/2019,RET,Out of Retirement,2022-02-28 06:30:00
AVONGATE ARMANI,224464,AVONGATE ARMANI,VXVXA,,False,bk,D,07/10/2020,EUT,Died/Put To Sleep,2022-09-03 07:34:00
AVONGATE AURORA,275334,AVONGATE AURORA,UXBHP,,False,bk,B,14/11/2019,RET,Still at premises,2022-08-21 07:33:00
AVONGATE BOLT,225974,AVONGATE BOLT,VXMDX,,False,be,D,19/02/2020,EUT,Died/Put To Sleep,2022-09-10 07:34:00
AVONGATE BRADY,226350,AVONGATE BRADY,VXPLE,,False,bk,D,19/02/2020,DIE,Died/Put To Sleep,2022-06-19 07:33:00
AVONGATE COCO,630892,AVONGATE COCO,VXRNP,,False,be,B,07/10/2020,DIE,Died/Put To Sleep,2022-09-16 07:33:00
AVONGATE EXCEL,818112,AVONGATE EXCEL,XDYXS,,False,bk,D,12/06/2021,DIE,Died/Put To Sleep,2022-09-14 07:33:00
AVONGATE KOBE,13179,AVONGATE KOBE,UXSUV,06/07/2019,False,bk,D,14/02/2019,DIE,Died/Put To Sleep,2021-12-24 06:02:00
AVONGATE NICKI,832744,AVONGATE NICKI,VXSUA,,False,bk,B,18/08/2020,DIE,Died/Put To Sleep,2022-09-14 07:33:00
AVONGATE ROBYN,32039,AVONGATE ROBYN,UNMRZ,14/04/2021,True,bk,B,26/06/2019,RET,Still at premises,2022-05-01 06:20:00
AVONGATE ROCK,666199,AVONGATE ROCK,VXLAP,,False,bd,D,22/06/2020,EUT,Died/Put To Sleep,2022-09-17 07:33:00
AVONGATE SABBY,142191,AVONGATE SABBY,UXBYE,,False,bk,B,23/07/2019,DIE,Died/Put To Sleep,2022-09-02 07:33:00
AVONGATE SLIM,876776,AVONGATE SLIM,XXNYU,,False,be,D,22/07/2021,DIE,Died/Put To Sleep,2022-09-14 07:33:00
AVONGATE VINNIE,568136,AVONGATE VINNIE,UXBAP,,False,bew,D,29/07/2019,DIE,Died/Put To Sleep,2022-08-19 07:34:00
AVONGATE WHITNEY,115725,AVONGATE WHITNEY,UXNIN,,True,bk,B,14/02/2019,RET,Still at premises,2022-09-10 07:34:00
AYLE STAR,407509,AYLE STAR,XXSBK,,False,bk,D,17/06/2021,DIE,Died/Put To Sleep,2022-08-19 07:34:00
AZZABI,4203,AZZABI,SPLHD,04/09/2018,False,bk,B,16/06/2017,RET,Out of Retirement,2022-07-07 07:33:00
BABY ALICE,328076,BABY ALICE,RDDBU,,False,bk,B,08/08/2016,RET,Still at premises,2022-07-29 07:33:00
BABY BLUE LEE,401424,BABY BLUE LEE,XXBMU,,True,wbe,B,01/06/2021,DIE,Still at premises,2022-08-12 07:34:00
BACK JOHN,311037,BACK JOHN,VYVQM,,False,wbk,D,01/07/2020,DIE,Died/Put To Sleep,2022-08-18 07:34:00
BACK MAKESHIFT,697627,BACK MAKESHIFT,VYZBP,,False,bd,D,01/07/2020,EUT,Died/Put To Sleep,2022-09-16 07:33:00
BACK PUMA,311010,BACK PUMA,VYVSJ,,False,bk,D,01/07/2020,DIE,Died/Put To Sleep,2022-07-26 07:33:00
BACK THE GAMBLER,479985,BACK THE GAMBLER,UYEEP,,False,be,D,16/04/2019,DIE,Died/Put To Sleep,2022-07-15 07:32:00
BACK THE RAMBLER,479961,BACK THE RAMBLER,UYMZV,,False,be,D,16/04/2019,DIE,Died/Put To Sleep,2022-08-06 07:34:00
BADGERS FARRELLY,216714,BADGERS FARRELLY,VBDNP,,False,bk,D,03/12/2020,DIE,Died/Put To Sleep,2022-06-11 07:33:00
BADMINTON KRISTA,763490,BADMINTON KRISTA,XXEYB,,False,f,B,20/05/2021,RET,Transfer is complete,2022-09-01 07:33:00
BADMINTON LUNA,678360,BADMINTON LUNA,XXBDB,,False,wbe,B,03/03/2021,DIE,Died/Put To Sleep,2022-09-16 07:33:00
BADMINTON SHU,667700,BADMINTON SHU,VXJDT,,False,wbk,B,14/02/2020,RET,Still at premises,2022-08-29 07:33:00
BADMINTON TOBAR,478883,BADMINTON TOBAR,VXXUA,,False,bk,D,15/11/2020,DIE,Died/Put To Sleep,2022-03-18 06:03:00
BAFFLING FRIDAY,756964,BAFFLING FRIDAY,XDDLE,,False,bk,D,08/04/2021,DIE,Died/Put To Sleep,2022-09-14 07:33:00
BALE OUT,590638,BALE OUT,VTMSI,,False,wf,D,27/10/2020,DIE,Died/Put To Sleep,2022-09-17 07:33:00
BALEOUT BOY,445801,BALEOUT BOY,XPMZH,,False,bk,D,05/08/2021,DIE,Died/Put To Sleep,2022-07-07 07:33:00
BALISTIC LARRY,561045,BALISTIC LARRY,UHMKH,,False,bd,D,23/07/2019,EUT,Died/Put To Sleep,2022-08-25 07:34:00
BALLAGHBOY PANDA,96660,BALLAGHBOY PANDA,TNEMD,,False,bkw,D,22/09/2018,DIE,Died/Put To Sleep,2022-06-24 07:32:00
BALLARUE MOLLY,7302,BALLARUE MOLLY,TDZVU,02/01/2019,False,wbk,B,08/08/2018,DIE,Died/Put To Sleep,2021-12-13 06:01:00
BALLINABOLA BEAR,815789,BALLINABOLA BEAR,XDIPE,,False,bew,D,01/06/2021,EUT,Died/Put To Sleep,2022-09-14 07:33:00
BALLINABOLA BOLT,103515,BALLINABOLA BOLT,TDPII,,False,bk,D,15/10/2018,EUT,Died/Put To Sleep,2022-09-08 07:33:00
BALLINABOLA BUZZ,432025,BALLINABOLA BUZZ,XDXZS,,False,bebd,D,01/06/2021,EUT,Died/Put To Sleep,2022-09-14 07:33:00
BALLINABOLA PAT,816474,BALLINABOLA PAT,XDVQS,,False,bk,D,18/06/2021,EUT,Died/Put To Sleep,2022-09-08 07:33:00
BALLINABOLA RUM,673,BALLINABOLA RUM,RDNEB,15/12/2017,True,bk,B,07/12/2016,RET,Still at premises,2022-09-14 07:33:00
BALLINABOLA SKY,486635,BALLINABOLA SKY,YDNQE,,False,be,B,11/04/2022,DIE,Died/Put To Sleep,2022-09-14 07:33:00
BALLINACROW HERO,811341,BALLINACROW HERO,XUPYD,,False,bk,B,24/08/2021,EUT,Died/Put To Sleep,2022-07-20 07:32:00
BALLINAKILL BOLT,335561,BALLINAKILL BOLT,VPINN,,False,bk,D,16/06/2020,DIE,Died/Put To Sleep,2022-08-21 07:33:00
BALLINAKILL JET,113373,BALLINAKILL JET,UPLNJ,,False,bk,D,08/03/2019,DIE,Died/Put To Sleep,2022-09-02 07:33:00
BALLINAKILL MAFI,12833,BALLINAKILL MAFI,UPTDT,14/06/2019,False,wbebd,D,01/01/2019,EUT,Died/Put To Sleep,2022-02-04 06:04:00
BALLINAKILL MAID,12801,BALLINAKILL MAID,UPJLE,14/06/2019,True,bk,B,08/03/2019,RET,Still at premises,2022-08-17 07:36:00
BALLINCLARE ENDA,642912,BALLINCLARE ENDA,SDPIR,,True,bk,D,02/10/2017,RET,Still at premises,2022-07-25 07:33:00
BALLINCLARE REVA,655528,BALLINCLARE REVA,SDVZY,,True,bk,B,02/10/2017,RET,Still at premises,2022-06-11 07:33:00
BALLINDONEY JIM,376349,BALLINDONEY JIM,XDBNA,,False,dkbdw,D,09/04/2021,DIE,Died/Put To Sleep,2022-09-07 07:34:00
BALLINISKA BABY,868308,BALLINISKA BABY,XVUTR,,False,bkw,B,01/10/2021,DIE,Died/Put To Sleep,2022-07-20 07:32:00
BALLINTEMPLE JOY,156867,BALLINTEMPLE JOY,ULZKV,,False,bk,B,01/11/2019,DIE,Died/Put To Sleep,2022-09-14 07:33:00
BALLINTINE SKY,344699,BALLINTINE SKY,VTIII,,False,bd,B,02/04/2020,EUT,Died/Put To Sleep,2022-01-10 06:02:00
BALLINTUBER KING,4235,BALLINTUBER KING,TYYLY,14/09/2018,False,dkbd,D,01/05/2018,EUT,Died/Put To Sleep,2021-12-19 06:02:00
BALLINULTY BUZZ,916597,BALLINULTY BUZZ,XDRHJ,,False,bk,D,02/11/2021,DIE,Died/Put To Sleep,2022-08-16 07:33:00
BALLINULTY EDGE,453822,BALLINULTY EDGE,XHKTI,,False,bebd,D,24/07/2021,EUT,Died/Put To Sleep,2022-09-05 07:31:00
BALLINULTY EILE,904502,BALLINULTY EILE,YYSEQ,,False,bk,B,13/11/2021,DIE,Died/Put To Sleep,2022-05-14 07:34:00
BALLINULTY LION,339940,BALLINULTY LION,VPNEY,,False,bk,D,06/07/2020,DIE,Died/Put To Sleep,2022-04-20 15:15:00
BALLINULTY MOON,938952,BALLINULTY MOON,YBJYE,28/01/2022,False,be,D,28/01/2022,EUT,Died/Put To Sleep,2022-05-29 07:32:00
BALLINULTY ROCKY,456457,BALLINULTY ROCKY,XBNKP,,False,dkbd,D,16/07/2021,EUT,Died/Put To Sleep,2022-09-05 07:31:00
BALLINVEALA KIKI,546448,BALLINVEALA KIKI,UYRLZ,,False,bd,B,16/05/2019,DIE,Died/Put To Sleep,2022-04-22 06:07:00
BALLY SPIRIT,736318,BALLY SPIRIT,VLQMM,,False,bkw,D,03/05/2020,DIE,Died/Put To Sleep,2022-09-02 07:33:00
BALLYADAMS LINE,8070,BALLYADAMS LINE,TBTTH,10/01/2019,False,bk,D,16/10/2018,EUT,Died/Put To Sleep,2022-06-11 07:33:00
BALLYADAMS PUMA,387163,BALLYADAMS PUMA,VXZRJ,,False,f,D,17/08/2020,DIE,Died/Put To Sleep,2022-09-08 07:33:00
BALLYANA BLITZ,426367,BALLYANA BLITZ,VHXZU,,False,bew,D,14/09/2020,DIE,Died/Put To Sleep,2022-07-29 07:33:00
BALLYANNE FRANK,124000,BALLYANNE FRANK,UTPIS,,False,bk,D,01/06/2019,DIE,Died/Put To Sleep,2022-09-02 07:33:00
BALLYANNE KITTY,132692,BALLYANNE KITTY,UDTSI,,False,wbd,B,20/05/2019,DIE,Died/Put To Sleep,2022-02-28 06:30:00
BALLYARD CHUBBY,416396,BALLYARD CHUBBY,XBPJS,,False,bk,D,01/06/2021,DIE,Died/Put To Sleep,2022-08-20 07:34:00
BALLYBARS SUE,419671,BALLYBARS SUE,SHEXA,,False,bk,B,12/10/2017,RET,,2022-04-20 13:19:00
BALLYBOY MOLLY,102006,BALLYBOY MOLLY,TLBXM,,False,bk,B,26/11/2018,DIE,Died/Put To Sleep,2022-09-05 07:31:00
BALLYBOY SKY,190318,BALLYBOY SKY,XHAUI,,False,bebd,B,26/11/2020,DIE,Died/Put To Sleep,2022-07-31 07:33:00
BALLYBRACK JACK,896306,BALLYBRACK JACK,XRAIA,,False,wbk,D,03/11/2021,EUT,Died/Put To Sleep,2022-05-01 06:20:00
BALLYBRACK STORM,113602,BALLYBRACK STORM,ULSQV,,False,bk,D,08/03/2019,DIE,Died/Put To Sleep,2022-08-31 07:34:00
BALLYBREEN CHAMP,55632,BALLYBREEN CHAMP,RDDEU,,False,bk,D,03/08/2016,RET,Still at premises,2022-01-19 06:11:00
BALLYBREEN DIVA,133647,BALLYBREEN DIVA,UDPID,,False,bk,B,09/06/2019,EUT,Died/Put To Sleep,2022-08-21 07:33:00
BALLYBREEN ELLIE,559657,BALLYBREEN ELLIE,UDVRK,,False,bk,B,09/06/2019,EUT,Died/Put To Sleep,2022-09-17 07:33:00
BALLYBREEN LILY,651948,BALLYBREEN LILY,UDTYI,,False,bd,B,09/06/2019,EUT,Died/Put To Sleep,2022-08-25 07:34:00
BALLYBRIDE CHARM,772960,BALLYBRIDE CHARM,VVLVY,,False,bd,D,25/07/2020,DIE,Died/Put To Sleep,2022-09-12 07:33:00
BALLYBRIDE QUEEN,89886,BALLYBRIDE QUEEN,TNAEZ,,True,bd,B,16/09/2018,RET,Still at premises,2022-04-20 14:45:00
BALLYBRIEN RADAR,681605,BALLYBRIEN RADAR,XPUNY,,False,be,D,18/02/2021,EUT,Died/Put To Sleep,2022-09-14 07:33:00
BALLYCAIRN BROOK,787190,BALLYCAIRN BROOK,VLKHA,,False,bk,B,12/09/2020,DIE,Died/Put To Sleep,2022-09-07 07:34:00
BALLYCAIRN STORM,810225,BALLYCAIRN STORM,XTMJZ,,False,bk,B,19/07/2021,EUT,Died/Put To Sleep,2022-08-10 07:34:00
BALLYCOOLAN JESS,551055,BALLYCOOLAN JESS,UTZYH,,False,bkw,B,12/04/2019,RET,Transfer is complete,2022-09-12 07:33:00
BALLYCOWEN JAZZ,232634,BALLYCOWEN JAZZ,VXKMT,,False,bk,B,17/03/2020,RET,Transfer is complete,2022-07-23 07:34:00
BALLYCOWEN LEXI,127424,BALLYCOWEN LEXI,ULZSZ,,False,bebd,B,26/06/2019,RET,Still at premises,2022-06-05 07:32:00
BALLYCOWEN LIAM,755760,BALLYCOWEN LIAM,XDBHA,,False,bk,D,19/03/2021,RET,Still at premises,2022-09-14 07:33:00
BALLYCOWEN LOLA,221376,BALLYCOWEN LOLA,VLIRA,,False,bk,B,12/05/2020,RET,Still at premises,2022-09-13 07:33:00
BALLYCOWEN LUKA,628339,BALLYCOWEN LUKA,VLBET,,False,bk,D,12/05/2020,RET,Still at premises,2022-09-01 07:33:00
BALLYCOWEN TUCO,369134,BALLYCOWEN TUCO,VLKSE,,False,bk,D,14/07/2020,DIE,Died/Put To Sleep,2022-09-14 07:33:00
BALLYCUMBER GIRL,563046,BALLYCUMBER GIRL,UNUII,,False,bk,B,06/07/2019,DIE,Died/Put To Sleep,2022-09-04 07:32:00
BALLYDANIEL OI,795751,BALLYDANIEL OI,VTLTI,,False,bkw,B,17/09/2020,RET,Still at premises,2022-09-04 07:32:00
BALLYDANIEL PAT,918913,BALLYDANIEL PAT,XKYSX,,False,bk,D,06/10/2021,EUT,Died/Put To Sleep,2022-07-09 07:32:00
BALLYDORGAN DRE,249767,BALLYDORGAN DRE,VPZZJ,,False,bk,D,05/05/2020,DIE,Died/Put To Sleep,2022-01-27 06:03:00
BALLYDORGAN WASP,236898,BALLYDORGAN WASP,VLNSM,,False,bk,B,15/12/2019,DIE,Died/Put To Sleep,2022-07-09 07:32:00
BALLYDOYLE BUZZ,495164,BALLYDOYLE BUZZ,TNAAI,,True,bk,B,13/01/2018,RET,Still at premises,2022-08-23 07:32:00
BALLYDOYLE MAURA,229381,BALLYDOYLE MAURA,QPQHH,,False,,D,01/11/2015,DIE,Died/Put To Sleep,2022-09-07 07:34:00
BALLYDROWN TYSON,379121,BALLYDROWN TYSON,XVLDN,,False,bd,D,26/05/2021,EUT,Died/Put To Sleep,2022-03-21 09:38:00
BALLYFOLION BOY,535563,BALLYFOLION BOY,UKDYK,,False,f,D,01/01/2019,DIE,Died/Put To Sleep,2022-08-06 07:34:00
BALLYFORE RANGER,56447,BALLYFORE RANGER,RVTDQ,,True,wbk,D,18/09/2016,RET,Licence Unsuspended,2022-05-19 07:33:00
BALLYFORT MAGPIE,409196,BALLYFORT MAGPIE,VVIVR,,False,bk,B,28/08/2020,EUT,Died/Put To Sleep,2022-04-22 06:07:00
BALLYFORT PLUTO,790648,BALLYFORT PLUTO,VVDQN,,False,bk,B,28/08/2020,DIE,Died/Put To Sleep,2022-08-09 07:33:00
BALLYGERALD SILK,56974,BALLYGERALD SILK,SPVZV,,False,bk,B,20/03/2017,RET,Licence Unsuspended,2022-05-19 07:33:00
BALLYGIBBA DIVA,201734,BALLYGIBBA DIVA,VHDKL,,False,bk,B,03/12/2020,EUT,Died/Put To Sleep,2022-06-11 07:33:00
BALLYGIBBA HERO,614099,BALLYGIBBA HERO,VHDJL,,False,bk,D,03/12/2020,DIE,Died/Put To Sleep,2022-09-08 07:33:00
BALLYGIBBON ASH,440423,BALLYGIBBON ASH,XXHXU,,False,bk,B,17/07/2021,DIE,Died/Put To Sleep,2022-09-01 07:33:00
BALLYGLEN MODEL,74909,BALLYGLEN MODEL,TYEND,,False,f,B,24/05/2018,RET,Licence Unsuspended,2022-06-09 07:33:00
BALLYGLOSS JOY,767684,BALLYGLOSS JOY,XLPAX,,False,bk,B,20/06/2021,DIE,Died/Put To Sleep,2022-09-11 07:34:00
BALLYGLOSS MAGIC,852596,BALLYGLOSS MAGIC,XXPLB,,False,bk,D,18/08/2021,DIE,Died/Put To Sleep,2022-09-01 07:33:00
BALLYGRIUGE MAX,393868,BALLYGRIUGE MAX,VRQAV,,False,be,D,02/07/2020,DIE,Died/Put To Sleep,2022-07-02 07:34:00
BALLYGUR BARRY,126448,BALLYGUR BARRY,UXXNZ,,False,be,D,13/05/2019,DIE,Died/Put To Sleep,2022-08-11 07:33:00
BALLYGUR BLUE,110294,BALLYGUR BLUE,UXVQV,,False,be,D,22/02/2019,EUT,Died/Put To Sleep,2022-02-04 06:04:00
BALLYGUR BOSS,132752,BALLYGUR BOSS,UDDYS,,False,bk,D,25/04/2019,DIE,Died/Put To Sleep,2022-09-02 07:33:00
BALLYGUR DICK,132852,BALLYGUR DICK,UDIZV,,False,bk,D,25/04/2019,DIE,Died/Put To Sleep,2022-09-02 07:33:00
BALLYGUR KICK,915865,BALLYGUR KICK,XDKZA,,False,be,B,12/09/2021,EUT,Died/Put To Sleep,2022-08-11 07:33:00
BALLYGUR MAC,619376,BALLYGUR MAC,VDZLZ,,False,bk,D,22/11/2020,EUT,Died/Put To Sleep,2022-08-11 07:33:00
BALLYGUR MEL,355513,BALLYGUR MEL,SXNXR,,False,bk,B,01/01/2017,EUT,Died/Put To Sleep,2022-08-11 07:33:00
BALLYGUR SHEILA,915915,BALLYGUR SHEILA,XDBLT,,False,bew,B,12/09/2021,DIE,Died/Put To Sleep,2022-08-11 07:33:00
BALLYGUR SUZIE,74523,BALLYGUR SUZIE,TBMYH,,False,bkw,B,18/04/2018,EUT,Died/Put To Sleep,2022-09-03 07:34:00
BALLYGUR THOR,279966,BALLYGUR THOR,VXBZP,,False,be,D,10/12/2019,DIE,Died/Put To Sleep,2022-08-11 07:33:00
BALLYGUR ZOEY,4387,BALLYGUR ZOEY,TXQHI,24/09/2018,False,bk,B,01/06/2018,RET,Transfer is complete,2022-05-14 07:34:00
BALLYHALE HAWK,916385,BALLYHALE HAWK,XPHMV,,False,bk,D,11/11/2021,DIE,Died/Put To Sleep,2022-08-30 07:33:00
BALLYHAR HERO,138605,BALLYHAR HERO,UYYUZ,,False,bk,D,28/07/2019,DIE,Died/Put To Sleep,2022-08-06 07:34:00
BALLYHI DREAM,266266,BALLYHI DREAM,TDAZV,,False,bk,D,13/08/2018,DIE,Died/Put To Sleep,2022-04-20 13:06:00
BALLYHIMIKIN HUN,250425,BALLYHIMIKIN HUN,VPKHY,,True,bk,B,24/03/2020,RET,Still at premises,2022-05-29 07:32:00
BALLYHIMIKIN PIP,151313,BALLYHIMIKIN PIP,UXKBJ,,True,bk,B,07/09/2019,RET,Still at premises,2022-08-17 07:36:00
BALLYHOBBLE DAN,381131,BALLYHOBBLE DAN,UKEEK,,False,bk,D,16/02/2019,EUT,Died/Put To Sleep,2022-04-22 06:07:00
BALLYHOBBLE MIKE,66403,BALLYHOBBLE MIKE,SKEZN,,False,bk,D,11/10/2017,DIE,Died/Put To Sleep,2022-09-05 07:31:00
BALLYHONE GOLD,254728,BALLYHONE GOLD,VPMYU,,False,bk,D,04/05/2020,DIE,Died/Put To Sleep,2022-06-02 07:34:00
BALLYHONE SPARK,26486,BALLYHONE SPARK,VHHIS,25/02/2019,False,bd,D,25/09/2019,DIE,Died/Put To Sleep,2022-04-22 06:07:00
BALLYKEVIN SUE,147126,BALLYKEVIN SUE,UHNDH,,False,bkw,B,10/09/2019,RET,Still at premises,2022-01-07 06:02:00
BALLYKINLAR CAMP,87994,BALLYKINLAR CAMP,THEBN,,False,bk,D,23/08/2018,DIE,Died/Put To Sleep,2022-04-25 06:29:00
BALLYKNOCK LADY,901371,BALLYKNOCK LADY,XLEXN,,False,bk,B,10/10/2021,DIE,Died/Put To Sleep,2022-02-28 06:30:00
BALLYLOUGH LYNX,156327,BALLYLOUGH LYNX,VKBXH,,False,bk,B,01/11/2019,RET,Still at premises,2022-06-02 07:34:00
BALLYMAC ADORE,108419,BALLYMAC ADORE,UHEDK,,False,bef,B,22/01/2019,RET,Licence Unsuspended,2022-06-11 07:33:00
BALLYMAC ARIEL,118377,BALLYMAC ARIEL,UYBDM,,False,bk,B,18/04/2019,RET,Transfer is complete,2022-09-10 07:34:00
BALLYMAC BEANIE,34667,BALLYMAC BEANIE,UYLDZ,08/05/2021,False,bk,B,01/01/2019,RET,Still at premises,2022-03-06 06:03:00
BALLYMAC BETT,475802,BALLYMAC BETT,YYPQN,,False,bk,B,13/11/2021,DIE,Died/Put To Sleep,2022-08-06 07:34:00
BALLYMAC CABRA,7593,BALLYMAC CABRA,THYBJ,02/01/2019,True,x,B,17/08/2018,RET,Still at premises,2022-02-28 06:30:00
BALLYMAC COOPER,59876,BALLYMAC COOPER,SYRPY,,True,bkw,D,19/09/2017,RET,Still at premises,2022-04-25 06:29:00
BALLYMAC DANCE,268890,BALLYMAC DANCE,VYUXP,,True,bk,B,03/06/2020,RET,Still at premises,2022-09-05 07:31:00
BALLYMAC DARCIA,609772,BALLYMAC DARCIA,VYZIM,,True,bkw,B,25/11/2020,RET,Still at premises,2022-09-13 07:33:00
BALLYMAC DIOR,88195,BALLYMAC DIOR,TYBAV,,True,bd,B,20/08/2018,RET,Still at premises,2022-09-01 07:33:00
BALLYMAC EMPRESS,76638,BALLYMAC EMPRESS,TYKPI,,False,bd,B,01/05/2018,EUT,Died/Put To Sleep,2021-12-11 06:03:00
BALLYMAC INDIA,34967,BALLYMAC INDIA,VYTDM,12/09/2019,False,bd,B,07/06/2020,RET,Transfer is complete,2022-09-08 07:33:00
BALLYMAC JENNY,162356,BALLYMAC JENNY,VYYYV,,False,bk,B,02/01/2020,DIE,Died/Put To Sleep,2022-04-30 06:14:00
BALLYMAC KINGDOM,71640,BALLYMAC KINGDOM,TYARZ,,True,be,D,02/04/2018,RET,Transfer is complete,2022-09-10 07:34:00
BALLYMAC LEON,268624,BALLYMAC LEON,VYHZA,,False,bd,D,07/06/2020,DIE,Died/Put To Sleep,2022-09-17 07:33:00
BALLYMAC LOKI,784393,BALLYMAC LOKI,XYKLQ,,False,be,D,22/06/2021,DIE,Died/Put To Sleep,2022-09-07 07:34:00
BALLYMAC MIRANDA,566360,BALLYMAC MIRANDA,UYJIM,,False,wbd,B,01/08/2019,RET,Still at premises,2022-08-14 07:32:00
BALLYMAC ORNA,130540,BALLYMAC ORNA,UYAME,,True,bebd,B,15/07/2019,RET,Still at premises,2022-08-19 07:34:00
BALLYMAC PEBBLES,479799,BALLYMAC PEBBLES,TYYMU,,True,be,B,02/04/2018,RET,Transfer is complete,2022-09-07 07:34:00
BALLYMAC RAVEN,130942,BALLYMAC RAVEN,UYTQZ,,False,be,B,01/07/2019,DIE,Died/Put To Sleep,2022-02-03 06:05:00
BALLYMAC SAHARA,306517,BALLYMAC SAHARA,XXURP,,True,bk,B,03/02/2021,RET,Still at premises,2022-08-17 07:36:00
BALLYMAC SHAUNA,658378,BALLYMAC SHAUNA,VXXRJ,,True,bebdw,B,22/05/2020,RET,Still at premises,2022-09-01 07:33:00
BALLYMAC TAMMY,558390,BALLYMAC TAMMY,UYZMD,,False,bd,B,21/06/2019,RET,Out of Retirement,2022-08-07 07:32:00
BALLYMAC TAS,497264,BALLYMAC TAS,SYNKB,,False,bk,B,02/05/2017,DIE,Died/Put To Sleep,2022-09-07 07:34:00
BALLYMAC TIARA,626967,BALLYMAC TIARA,VYKRE,,True,bk,B,01/04/2020,RET,Still at premises,2022-09-11 07:34:00
BALLYMAC TUDOR,658959,BALLYMAC TUDOR,VXRNA,,False,bdw,D,22/05/2020,DIE,Died/Put To Sleep,2022-08-06 07:34:00
BALLYMAC VELVET,103869,BALLYMAC VELVET,TYYIN,,False,bk,B,18/11/2018,RET,Still at premises,2022-02-04 06:04:00
BALLYMAC VIVAS,18134,BALLYMAC VIVAS,UYHPJ,10/10/2019,True,fw,B,28/06/2019,RET,Still at premises,2022-07-19 07:33:00
BALLYMAC WILD,79489,BALLYMAC WILD,TYQIL,,True,bebd,D,16/07/2018,RET,Transfer is complete,2022-09-10 07:34:00
BALLYMAC WISDOM,71648,BALLYMAC WISDOM,TYQYN,,True,bef,B,02/04/2018,RET,Transfer is complete,2022-09-10 07:34:00
BALLYMACKEN BOBY,5668,BALLYMACKEN BOBY,TRYPR,01/11/2018,False,bk,B,23/04/2018,RET,Licence Unsuspended,2022-06-17 07:33:00
BALLYMARTIN MAC,492407,BALLYMARTIN MAC,THTHM,,False,bd,D,28/05/2017,RET,Still at premises,2022-09-17 07:33:00
BALLYMORE BANDIT,428553,BALLYMORE BANDIT,VKRKU,,False,bd,D,14/01/2020,DIE,Died/Put To Sleep,2022-04-27 06:19:00
BALLYMORE DENISE,123795,BALLYMORE DENISE,UTKHQ,,True,wbk,B,30/05/2019,RET,Still at premises,2022-07-06 07:34:00
BALLYMORE RORY,11033,BALLYMORE RORY,UBXJH,24/04/2019,False,bkw,D,10/01/2019,EUT,Died/Put To Sleep,2021-12-10 06:02:00
